ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
146,Danilo Pereira,25,https://cdn.sofifa.org/48/18/players/200888.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,86,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€27.5M,€18K,2029,67,88,58,60,77,84,50,48,76,56,53,9,7,13,14,15,76,85,67,79,64,80,52,69,76,82,77,78,68,87,85,89,69,55,72.0,82.0,82.0,72.0,77.0,200888,72.0,77.0,82.0,77.0,82.0,72.0,72.0,71.0,69.0,76.0,CM CB CDM ,72.0,77.0,82.0,77.0,82.0,72.0,72.0,71.0,69.0,76.0,71.0
147,Vitolo,27,https://cdn.sofifa.org/48/18/players/199715.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,UD Las Palmas,https://cdn.sofifa.org/24/18/teams/472.png,€27M,€68K,1983,81,61,75,63,85,70,80,76,86,79,62,11,16,8,14,16,65,25,70,82,73,25,74,80,80,81,77,23,79,81,21,81,78,75,81.0,47.0,57.0,81.0,75.0,199715,81.0,54.0,47.0,75.0,57.0,81.0,82.0,79.0,81.0,59.0,RM LM ,81.0,54.0,47.0,75.0,57.0,81.0,82.0,79.0,81.0,59.0,79.0
148,A. Lopes,26,https://cdn.sofifa.org/48/18/players/199482.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,86,Olympique Lyonnais,https://cdn.sofifa.org/24/18/teams/66.png,€22.5M,€60K,1317,60,35,65,62,21,55,19,15,15,18,14,86,81,71,79,85,16,25,85,31,18,13,16,9,85,32,20,13,64,33,15,65,38,13,,,,,,199482,,,,,,,,,,,GK ,,,,,,,,,,,
149,S. de Vrij,25,https://cdn.sofifa.org/48/18/players/198176.png,Netherlands,https://cdn.sofifa.org/flags/34.png,83,88,Lazio,https://cdn.sofifa.org/24/18/teams/46.png,€29M,€56K,1783,68,74,61,60,71,82,49,45,61,25,16,8,10,7,14,13,78,85,71,71,60,87,41,32,78,71,65,82,68,69,86,80,50,27,59.0,81.0,77.0,58.0,66.0,198176,59.0,75.0,81.0,66.0,77.0,58.0,60.0,57.0,57.0,73.0,CB ,59.0,75.0,81.0,66.0,77.0,58.0,60.0,57.0,57.0,73.0,57.0
150,M. Perin,24,https://cdn.sofifa.org/48/18/players/198009.png,Italy,https://cdn.sofifa.org/flags/27.png,83,88,Genoa,https://cdn.sofifa.org/24/18/teams/110556.png,€25M,€28K,1246,57,25,70,30,23,58,11,15,19,11,13,80,85,71,78,90,12,19,75,31,17,14,21,12,79,33,23,19,56,30,12,52,44,19,,,,,,198009,,,,,,,,,,,GK ,,,,,,,,,,,
151,J. Matip,25,https://cdn.sofifa.org/48/18/players/197061.png,Cameroon,https://cdn.sofifa.org/flags/103.png,83,85,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€26.5M,€110K,1884,60,81,58,49,71,75,54,63,65,36,22,11,15,10,7,10,85,85,67,74,48,83,42,51,81,77,66,79,73,73,85,81,72,50,66.0,82.0,79.0,64.0,72.0,197061,66.0,76.0,82.0,72.0,79.0,64.0,66.0,63.0,63.0,75.0,CB ,66.0,76.0,82.0,72.0,79.0,64.0,66.0,63.0,63.0,75.0,63.0
152,I. Gueye,27,https://cdn.sofifa.org/48/18/players/193474.png,Senegal,https://cdn.sofifa.org/flags/136.png,83,84,Everton,https://cdn.sofifa.org/24/18/teams/7.png,€24.5M,€115K,2045,78,84,75,82,79,80,60,33,75,50,43,8,6,8,12,13,69,87,85,74,67,80,54,67,79,82,80,85,75,88,87,76,72,32,74.0,81.0,82.0,73.0,77.0,193474,74.0,80.0,81.0,77.0,82.0,73.0,74.0,70.0,72.0,80.0,CM CDM ,74.0,80.0,81.0,77.0,82.0,73.0,74.0,70.0,72.0,80.0,70.0
153,Iago Aspas,29,https://cdn.sofifa.org/48/18/players/192629.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,RC Celta de Vigo,https://cdn.sofifa.org/24/18/teams/450.png,€26M,€39K,2012,84,63,88,77,84,73,67,83,85,86,76,12,16,9,12,13,78,36,68,64,80,20,80,85,86,80,79,18,79,70,21,59,68,86,81.0,46.0,55.0,82.0,72.0,192629,81.0,54.0,46.0,72.0,55.0,82.0,79.0,82.0,81.0,58.0,RW ST ,81.0,54.0,46.0,72.0,55.0,82.0,79.0,82.0,81.0,58.0,82.0
154,N. Otamendi,29,https://cdn.sofifa.org/48/18/players/192366.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,€20M,€140K,1886,62,90,69,62,64,84,52,50,41,53,39,12,5,8,11,12,83,85,86,66,56,81,44,49,78,71,69,84,64,76,83,80,45,56,58.0,81.0,76.0,58.0,64.0,192366,58.0,75.0,81.0,64.0,76.0,58.0,58.0,63.0,57.0,72.0,CB ,58.0,75.0,81.0,64.0,76.0,58.0,58.0,63.0,57.0,72.0,63.0
155,N. Mati?,28,https://cdn.sofifa.org/48/18/players/191202.png,Serbia,https://cdn.sofifa.org/flags/51.png,83,83,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€21M,€140K,2120,62,83,56,53,78,84,68,68,72,64,67,7,15,12,14,9,77,85,71,78,75,75,69,68,82,83,78,75,66,89,83,89,75,74,74.0,80.0,81.0,73.0,79.0,191202,74.0,78.0,80.0,79.0,81.0,73.0,74.0,73.0,72.0,78.0,CM CDM ,74.0,78.0,80.0,79.0,81.0,73.0,74.0,73.0,72.0,78.0,73.0
156,J. Pastore,28,https://cdn.sofifa.org/48/18/players/191180.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,€25.5M,€100K,2066,69,65,79,58,87,79,77,83,88,73,69,14,9,6,10,12,63,69,49,83,76,49,75,78,83,87,78,51,72,67,59,64,86,78,83.0,63.0,72.0,81.0,81.0,191180,83.0,68.0,63.0,81.0,72.0,81.0,81.0,77.0,81.0,71.0,RW LW CM ,83.0,68.0,63.0,81.0,72.0,81.0,81.0,77.0,81.0,71.0,77.0
157,Parejo,28,https://cdn.sofifa.org/48/18/players/189513.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Valencia CF,https://cdn.sofifa.org/24/18/teams/461.png,€25.5M,€45K,2089,55,58-10,69,72,83,74,84,87,81,75,90,5,9,12,14,8,63,68,55,87,80,59,83,79,79,90,80,51,50,76,61,72,85,72,80.0,65.0,74.0,78.0,82.0,189513,80.0,68.0,65.0,82.0,74.0,78.0,78.0,75.0,77.0,71.0,CDM CAM CM ,80.0,68.0,65.0,82.0,74.0,78.0,78.0,75.0,77.0,71.0,75.0
158,S. Kagawa,28,https://cdn.sofifa.org/48/18/players/189358.png,Japan,https://cdn.sofifa.org/flags/163.png,83,83,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,€26M,€75K,1874,76,30,92,88,85,81,60,74,87,76,63,11,9,8,9,13,42,56,66,73,55,30,78,80,81,84,56,27,65,80,24,39,82,75,81.0,43.0,59.0,78.0,76.0,189358,81.0,56.0,43.0,76.0,59.0,78.0,79.0,71.0,78.0,61.0,CF CAM ,81.0,56.0,43.0,76.0,59.0,78.0,79.0,71.0,78.0,61.0,71.0
159,G. Bonaventura,27,https://cdn.sofifa.org/48/18/players/189125.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Milan,https://cdn.sofifa.org/24/18/teams/47.png,€26.5M,€115K,2197,78,68,81,77,85,82,82,78,83,70,78,10,14,7,15,14,60,72,69,80,86,60,68,78,82,84,84,68,78,87,72,69,82,78,82.0,70.0,76.0,80.0,82.0,189125,82.0,75.0,70.0,82.0,76.0,80.0,81.0,77.0,81.0,78.0,LW CM ,82.0,75.0,70.0,82.0,76.0,80.0,81.0,77.0,81.0,78.0,77.0
160,B. Dost,28,https://cdn.sofifa.org/48/18/players/189068.png,Netherlands,https://cdn.sofifa.org/flags/34.png,83,83,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,€27M,€28K,1809,54,72,38,35,73,78,38,62,64,87,32,6,12,15,11,8,93,39,55,37,74,29,81,88,85,74,83,26,64,84,48,89,68,85,71.0,57.0,57.0,76.0,67.0,189068,71.0,54.0,57.0,67.0,57.0,76.0,68.0,81.0,69.0,55.0,ST ,71.0,54.0,57.0,67.0,57.0,76.0,68.0,81.0,69.0,55.0,81.0
161,K. Walker,27,https://cdn.sofifa.org/48/18/players/188377.png,England,https://cdn.sofifa.org/flags/14.png,83,84,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,€24M,€130K,2164,86,78,70,72,76,75,78,76,77,51,71,12,6,16,15,8,73,78,83,67,68,79,63,66,81,75,86,83,93,90,84,77,69,57,73.0,79.0,78.0,73.0,74.0,188377,73.0,82.0,79.0,74.0,78.0,73.0,76.0,72.0,74.0,81.0,RWB RB ,73.0,82.0,79.0,74.0,78.0,73.0,76.0,72.0,74.0,81.0,72.0
162,Oscar,25,https://cdn.sofifa.org/48/18/players/188152.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,86,,https://cdn.sofifa.org/flags/54.png,€0,€0,1961,75,31,86,80,84,83,70,77,81,75,77,12,10,15,12,12,54,34,66,78,77,37,68,81,81,83,76,47,74,76,50,36,83,63,81.0,49.0,61.0,80.0,77.0,188152,81.0,61.0,49.0,77.0,61.0,80.0,79.0,74.0,79.0,64.0,CAM ,81.0,61.0,49.0,77.0,61.0,80.0,79.0,74.0,79.0,64.0,74.0
163,S. N'Zonzi,28,https://cdn.sofifa.org/48/18/players/187936.png,France,https://cdn.sofifa.org/flags/18.png,83,83,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,€21M,€25K,2032,52,87,43,31,82,85,59,73,72,64,42,7,16,16,16,13,79,85,75,78,66,75,57,70,82,82,79,78,61,86,83,91,77,55,74.0,82.0,82.0,73.0,79.0,187936,74.0,77.0,82.0,79.0,82.0,73.0,72.0,73.0,70.0,76.0,CM CDM ,74.0,77.0,82.0,79.0,82.0,73.0,72.0,73.0,70.0,76.0,73.0
164,M. Musacchio,26,https://cdn.sofifa.org/48/18/players/186547.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,86,Milan,https://cdn.sofifa.org/24/18/teams/47.png,€27M,€105K,1917,72,81,72,59,73,76,55,53,43,48,45,5,11,12,6,12,81,85,83,70,53,85,57,50,81,78,57,86,69,70,84,81,64,36,64.0,82.0,79.0,62.0,69.0,186547,64.0,78.0,82.0,69.0,79.0,62.0,63.0,62.0,61.0,75.0,CB ,64.0,78.0,82.0,69.0,79.0,62.0,63.0,62.0,61.0,75.0,62.0
165,O. Toprak,27,https://cdn.sofifa.org/48/18/players/185239.png,Turkey,https://cdn.sofifa.org/flags/48.png,83,84,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,€24.5M,€66K,1864,72,73,64,61,72,78,49,44,64,28,33,11,8,11,12,15,83,84,82,69,36,86,48,35,81,74,63,82,79,68,85,78,59,55,62.0,81.0,77.0,60.0,67.0,185239,62.0,77.0,81.0,67.0,77.0,60.0,63.0,59.0,60.0,74.0,CB ,62.0,77.0,81.0,67.0,77.0,60.0,63.0,59.0,60.0,74.0,59.0
166,José Callejón,30,https://cdn.sofifa.org/48/18/players/185020.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,€24.5M,€87K,1987,90,54,85,81,84,79,77,65,82,76,65,8,5,14,11,11,65,40,73,51,80,24,62,88,80,75,78,32,90,92,32,55,78,84,80.0,48.0,56.0,81.0,73.0,185020,80.0,60.0,48.0,73.0,56.0,81.0,81.0,79.0,82.0,64.0,RW ,80.0,60.0,48.0,73.0,56.0,81.0,81.0,79.0,82.0,64.0,79.0
167,Adrien Silva,28,https://cdn.sofifa.org/48/18/players/184826.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,,https://cdn.sofifa.org/flags/38.png,€0,€0,2174,64,79,73,67,85,82,78,79,82,71,75,15,6,8,10,7,61,84,56,84,80,80,85,75,77,83,83,73,65,89,78,62,85,75,80.0,75.0,81.0,78.0,82.0,184826,80.0,78.0,75.0,82.0,81.0,78.0,79.0,74.0,78.0,79.0,CDM CM ,80.0,78.0,75.0,82.0,81.0,78.0,79.0,74.0,78.0,79.0,74.0
168,S. Giovinco,30,https://cdn.sofifa.org/48/18/players/184431.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Toronto FC,https://cdn.sofifa.org/24/18/teams/111651.png,€25M,€15K,1961,88,75,92,93,87,88,73,86,86,83,89,6,3,6,3,3,34,26,34,75,81,23,77,84,82,79,79,28,81,77,29,42,82,75,83.0,41.0,57.0,83.0,76.0,184431,83.0,54.0,41.0,76.0,57.0,83.0,82.0,76.0,83.0,60.0,ST CF ,83.0,54.0,41.0,76.0,57.0,83.0,82.0,76.0,83.0,60.0,76.0
169,N. Gaitán,29,https://cdn.sofifa.org/48/18/players/184144.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€25.5M,€70K,2006,84,57,87,81,84,80,82,88,85,73,72,8,11,9,7,5,54,40,68,78,74,30,71,79,84,81,72,43,79,69,42,46,82,81,81.0,50.0,61.0,80.0,76.0,184144,81.0,61.0,50.0,76.0,61.0,80.0,81.0,75.0,81.0,65.0,LM ,81.0,61.0,50.0,76.0,61.0,80.0,81.0,75.0,81.0,65.0,75.0
170,M. Mand?uki?,31,https://cdn.sofifa.org/48/18/players/181783.png,Croatia,https://cdn.sofifa.org/flags/10.png,83,83,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€23.5M,€135K,2104,68,88,67,53,77,80,72,64,74,84,49,10,8,5,8,15,90,66,85,65,58,56,76,89,86,75,78,64,76,87,64,87,74,86,76.0,73.0,72.0,78.0,75.0,181783,76.0,72.0,73.0,75.0,72.0,78.0,77.0,81.0,76.0,72.0,LM ST ,76.0,72.0,73.0,75.0,72.0,78.0,77.0,81.0,76.0,72.0,81.0
171,A. Lallana,29,https://cdn.sofifa.org/48/18/players/180819.png,England,https://cdn.sofifa.org/flags/14.png,83,83,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€25M,€135K,2141,74,74,83,76,86,80,74,77,85,79,66,6,15,14,8,11,67,68,73,77,72,60,70,77,78,86,72,62,72,90,67,67,83,72,82.0,69.0,75.0,80.0,81.0,180819,82.0,73.0,69.0,81.0,75.0,80.0,81.0,77.0,80.0,75.0,CM ,82.0,73.0,69.0,81.0,75.0,80.0,81.0,77.0,80.0,75.0,77.0
172,B. H?wedes,29,https://cdn.sofifa.org/48/18/players/179784.png,Germany,https://cdn.sofifa.org/flags/21.png,83,83,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€20M,€50K,1862,62,79,63,61,68,82,58,38,60,48,52,14,6,9,10,7,84,83,82,64,31,84,56,51,82,73,62,83,65,68,83,81,57,38,62.0,81.0,76.0,61.0,66.0,179784,62.0,76.0,81.0,66.0,76.0,61.0,63.0,63.0,61.0,73.0,CB ,62.0,76.0,81.0,66.0,76.0,61.0,63.0,63.0,61.0,73.0,63.0
173,E. Banega,29,https://cdn.sofifa.org/48/18/players/178562.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,€25.5M,€27K,2086,71,69,84,86,85,82,80,83,83,65,81,13,8,7,7,10,45,70,58,85,77,57,67,75,78,88,74,61,67,66,69,67,85,65,81.0,66.0,75.0,78.0,81.0,178562,81.0,70.0,66.0,81.0,75.0,78.0,79.0,71.0,79.0,73.0,CM CAM ,81.0,70.0,66.0,81.0,75.0,78.0,79.0,71.0,79.0,73.0,71.0
174,Rui Patrício,29,https://cdn.sofifa.org/48/18/players/178005.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,€17.5M,€19K,1350,53,39,61,54,23,53,12,10,20,12,16,85,81,80,79,82,11,22,79,30,11,13,32,13,80,31,38,11,57,45,13,77,63,17,,,,,,178005,,,,,,,,,,,GK ,,,,,,,,,,,
175,Y. Sommer,28,https://cdn.sofifa.org/48/18/players/177683.png,Switzerland,https://cdn.sofifa.org/flags/47.png,83,84,Borussia M?nchengladbach,https://cdn.sofifa.org/24/18/teams/23.png,€21M,€39K,1299,48,38,55,58,25,57,13,12,15,13,13,81,82,83,80,83,10,21,69,31,12,11,24,15,80,40,23,12,54,45,19,68,58,8,,,,,,177683,,,,,,,,,,,GK ,,,,,,,,,,,
176,M. Schneiderlin,27,https://cdn.sofifa.org/48/18/players/177358.png,France,https://cdn.sofifa.org/flags/18.png,83,85,Everton,https://cdn.sofifa.org/24/18/teams/7.png,€25.5M,€115K,2078,67,83,73,71,84,83,65,68,74,61,61,6,11,12,14,7,71,84,70,80,56,76,56,65,81,86,71,80,68,89,82,77,73,56,75.0,79.0,82.0,73.0,79.0,177358,75.0,79.0,79.0,79.0,82.0,73.0,75.0,71.0,72.0,79.0,CM CDM ,75.0,79.0,79.0,79.0,82.0,73.0,75.0,71.0,72.0,79.0,71.0
177,Jonas,33,https://cdn.sofifa.org/48/18/players/176769.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€16.5M,€21K,2006,66,61,77,69,88,87,70,85,84,87,77,12,11,7,8,5,79,34,69,70,84,23,84,86,85,74,83,25,65,71,36,63,83,85,81.0,50.0,58.0,82.0,75.0,176769,81.0,55.0,50.0,75.0,58.0,82.0,79.0,81.0,80.0,58.0,CF ST ,81.0,55.0,50.0,75.0,58.0,82.0,79.0,81.0,80.0,58.0,81.0
178,K. Gameiro,30,https://cdn.sofifa.org/48/18/players/176600.png,France,https://cdn.sofifa.org/flags/18.png,83,83,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€25M,€73K,2040,88,66,82,77,80,85,70,76,76,86,70,6,10,8,8,6,67,38,84,72,76,23,85,86,85,79,84,39,86,76,33,64,76,78,80.0,51.0,59.0,81.0,74.0,176600,80.0,59.0,51.0,74.0,59.0,81.0,80.0,81.0,80.0,62.0,ST ,80.0,59.0,51.0,74.0,59.0,81.0,80.0,81.0,80.0,62.0,81.0
179,L. Piszczek,32,https://cdn.sofifa.org/48/18/players/173771.png,Poland,https://cdn.sofifa.org/flags/37.png,83,83,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,€14.5M,€66K,2143,73,83,66,66,76,82,86,80,74,65,47,14,11,14,6,12,74,81,76,69,68,79,65,73,82,78,77,83,84,79,84,79,72,67,74.0,80.0,79.0,74.0,75.0,173771,74.0,81.0,80.0,75.0,79.0,74.0,76.0,74.0,75.0,81.0,CB RB ,74.0,81.0,80.0,75.0,79.0,74.0,76.0,74.0,75.0,81.0,74.0
180,E. Garay,30,https://cdn.sofifa.org/48/18/players/170481.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Valencia CF,https://cdn.sofifa.org/24/18/teams/461.png,€19M,€40K,1952,39,74,57,38,73,79,62,55,62,58,74,14,6,13,13,14,85,84,79,72,68,84,69,49,77,69,80,82,46,74,85,85,63,49,64.0,81.0,77.0,63.0,70.0,170481,64.0,74.0,81.0,70.0,77.0,63.0,63.0,66.0,61.0,72.0,CB ,64.0,74.0,81.0,70.0,77.0,63.0,63.0,66.0,61.0,72.0,66.0
181,A. Valencia,31,https://cdn.sofifa.org/48/18/players/167905.png,Ecuador,https://cdn.sofifa.org/flags/57.png,83,83,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€17M,€130K,2185,88,83,75,83,81,82,85,69,82,58,66,16,11,10,7,7,64,80,70,69,62,78,55,75,86,77,85,77,87,90,83,85,71,71,76.0,79.0,80.0,77.0,77.0,167905,76.0,82.0,79.0,77.0,80.0,77.0,80.0,75.0,78.0,82.0,RB ,76.0,82.0,79.0,77.0,80.0,77.0,80.0,75.0,78.0,82.0,75.0
182,K. Schmeichel,30,https://cdn.sofifa.org/48/18/players/163587.png,Denmark,https://cdn.sofifa.org/flags/13.png,83,84,Leicester City,https://cdn.sofifa.org/24/18/teams/95.png,€19M,€65K,1355,62,33,62,47,40,52,18,13,12,12,15,83,82,82,80,86,16,20,60,46,14,14,26,14,80,44,36,13,60,35,14,62,59,15,,,,,,163587,,,,,,,,,,,GK ,,,,,,,,,,,
183,M. Dembélé,29,https://cdn.sofifa.org/48/18/players/162240.png,Belgium,https://cdn.sofifa.org/flags/7.png,83,83,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,€25M,€115K,2186,75,74,82,74,86,89,65,65,88,66,55,16,14,11,16,14,69,80,77,81,72,70,67,71,80,86,85,75,77,77,80,92,79,73,80.0,78.0,80.0,79.0,81.0,162240,80.0,76.0,78.0,81.0,80.0,79.0,79.0,77.0,78.0,77.0,CDM CM ,80.0,76.0,78.0,81.0,80.0,79.0,79.0,77.0,78.0,77.0,77.0
184,Borja Valero,32,https://cdn.sofifa.org/48/18/players/161956.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Inter,https://cdn.sofifa.org/24/18/teams/44.png,€20M,€80K,2089,73,52,80,82,88,80,78,78,86,67,76,5,4,10,8,7,60,70,67,86,70,58,72,76,84,89,72,62,67,74,66,66,86,70,82.0,66.0,75.0,80.0,82.0,161956,82.0,72.0,66.0,82.0,75.0,80.0,81.0,74.0,80.0,74.0,CF CM CAM ,82.0,72.0,66.0,82.0,75.0,80.0,81.0,74.0,80.0,74.0,74.0
185,L. Perrin,31,https://cdn.sofifa.org/48/18/players/159147.png,France,https://cdn.sofifa.org/flags/18.png,83,83,AS Saint-étienne,https://cdn.sofifa.org/24/18/teams/1819.png,€17.5M,€46K,2046,67,81,64,72,74,80,69,59,62,64,51,6,7,12,11,14,80,82,84,77,67,88,68,58,76,74,73,84,69,79,88,79,63,44,68.0,82.0,79.0,68.0,72.0,159147,68.0,79.0,82.0,72.0,79.0,68.0,69.0,69.0,67.0,77.0,CB ,68.0,79.0,82.0,72.0,79.0,68.0,69.0,69.0,67.0,77.0,69.0
186,L. Biglia,31,https://cdn.sofifa.org/48/18/players/158963.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Milan,https://cdn.sofifa.org/24/18/teams/47.png,€17.5M,€105K,2129,70,83,76,78,85,80,74,71,77,50,76,14,12,7,12,7,54,84,62,84,75,70,72,55,82,86,77,78,68,82,80,70,80,78,76.0,75.0,81.0,73.0,80.0,158963,76.0,78.0,75.0,80.0,81.0,73.0,75.0,68.0,73.0,79.0,CM CDM ,76.0,78.0,75.0,80.0,81.0,73.0,75.0,68.0,73.0,79.0,68.0
187,Juanfran,32,https://cdn.sofifa.org/48/18/players/146760.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€14.5M,€62K,2080,76,78,75,62,79,74,83,80,77,54,59,11,14,10,15,7,59,78,68,66,53,83,66,68,82,77,68,81,87,85,84,74,72,49,73.0,78.0,78.0,72.0,75.0,146760,73.0,81.0,78.0,75.0,78.0,72.0,76.0,69.0,74.0,81.0,RB ,73.0,81.0,78.0,75.0,78.0,72.0,76.0,69.0,74.0,81.0,69.0
188,Diego López,35,https://cdn.sofifa.org/48/18/players/146748.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,RCD Espanyol,https://cdn.sofifa.org/24/18/teams/452.png,€6M,€19K,1200,34,36,48,47,23,62,11,10,11,12,11,77,84,76,83,80,10,16,68,23,11,14,21,11,79,28,22,14,52,42,13,66,53,14,,,,,,146748,,,,,,,,,,,GK ,,,,,,,,,,,
189,Santi Cazorla,32,https://cdn.sofifa.org/48/18/players/146562.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,€19.5M,€130K,2120,68,64,79,91,87,88,85,86,85,75,78,6,9,5,7,15,58,65,70,83,78,58,80,79,82,86,77,52,63,68,64,59,86,72,82.0,64.0,72.0,80.0,81.0,146562,82.0,69.0,64.0,81.0,72.0,80.0,81.0,75.0,81.0,72.0,CDM CM ,82.0,69.0,64.0,81.0,72.0,80.0,81.0,75.0,81.0,72.0,75.0
190,J. Mascherano,33,https://cdn.sofifa.org/48/18/players/142754.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,€10.5M,€155K,1984,67,88,72,78,80,86,63,63,58,42,50,6,10,8,5,5,68,88,75,75,55,81,60,51,83,79,76,82,64,76,83,74,68,51,68.0,80.0,81.0,65.0,73.0,142754,68.0,78.0,80.0,73.0,81.0,65.0,67.0,63.0,65.0,77.0,CDM CB ,68.0,78.0,80.0,73.0,81.0,65.0,67.0,63.0,65.0,77.0,63.0
191,W. Sneijder,33,https://cdn.sofifa.org/48/18/players/139869.png,Netherlands,https://cdn.sofifa.org/flags/34.png,83,83,OGC Nice,https://cdn.sofifa.org/24/18/teams/72.png,€15.5M,€47K,1976,70,55,77,85,85,83,86,88,82,72,86,9,5,13,11,12,32,45,30,86,84,32,76,74,77,84,86,37,69,62,41,57,88,80,81.0,47.0,62.0,79.0,78.0,139869,81.0,58.0,47.0,78.0,62.0,79.0,79.0,72.0,80.0,63.0,CAM ,81.0,58.0,47.0,78.0,62.0,79.0,79.0,72.0,80.0,63.0,72.0
192,Nani,30,https://cdn.sofifa.org/48/18/players/139068.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,Lazio,https://cdn.sofifa.org/24/18/teams/46.png,€24.5M,€47K,1949,84,62,92,77,86,79,82,86,87,75,79,5,10,13,6,6,46,31,39,79,83,15,72,77,80,81,85,20,78,74,22,62,80,75,82.0,41.0,56.0,81.0,76.0,139068,82.0,53.0,41.0,76.0,56.0,81.0,81.0,76.0,82.0,59.0,LM CAM RW LW ,82.0,53.0,41.0,76.0,56.0,81.0,81.0,76.0,82.0,59.0,76.0
193,D. De Rossi,33,https://cdn.sofifa.org/48/18/players/53302.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Roma,https://cdn.sofifa.org/24/18/teams/52.png,€10.5M,€73K,2115,69,84,68,72,78,84,57,62,64,50,71,10,7,13,10,9,81,87,78,82,74,75,75,55,80,82,81,82,68,78,84,83,72,74,71.0,81.0,81.0,69.0,76.0,53302,71.0,78.0,81.0,76.0,81.0,69.0,69.0,69.0,67.0,76.0,CDM ,71.0,78.0,81.0,76.0,81.0,69.0,69.0,69.0,67.0,76.0,69.0
194,José Reina,34,https://cdn.sofifa.org/48/18/players/24630.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,€10.5M,€59K,1291,50,32,50,60,23,60,11,11,10,14,11,80,83,82,82,82,13,22,73,22,15,12,24,13,82,19,24,24,63,34,22,72,65,11,,,,,,24630,,,,,,,,,,,GK ,,,,,,,,,,,
